"std","nips"
0.2291468834044833,1410
0.22830984377802455,1410
0.2350775015452605,1410
0.23427067154963416,1410
0.2342699364933326,2473
0.22926178371356823,3097
0.22787053716511096,2473
0.22766733258356467,2473
0.23183624224861257,2473
0.2317503747278745,2473
0.23129286990461095,2473
0.2320739183291297,2473
0.2308973596091416,3097
0.23079129220463745,3097
0.23300371565770778,3097
0.23112467683185878,3097
0.23313801206885493,3097
0.23394611427139866,3097
0.2339679685734257,4723
0.23391876772195,847
0.2301458196883791,4723
0.23301627697113397,4723
0.23088187555253603,4723
0.22713262204597764,4723
0.23184515404116576,4723
0.22980035127472295,4723
0.22494067916983485,847
0.22872330267100813,847
0.23381309341428178,847
0.2298094201866949,847
0.23241064727674168,847
0.2288943989945855,847
0.23203731051812543,3598
0.23387081338833865,4222
0.22857478112124013,3598
0.2311387111910321,3598
0.23249043121482893,3598
0.23406467845862727,3598
0.23211119658845172,3598
0.23263593067879657,3598
0.23239142063604137,4222
0.2286043949268452,4222
0.2308522859911204,4222
0.23218197277645372,4222
0.22999196836259897,4222
0.23115437255065374,4222
0.22814376782913093,1348
0.23240806061690147,1972
0.2314506497060305,1348
0.22952749463966463,1348
0.23480838507673313,1348
0.23552072879995856,1348
0.22748240257288127,1348
0.23290521429583955,1348
0.2309142546847029,1972
0.2285304729696176,1972
0.23269353315969057,1972
0.23271829201709113,1972
0.22778935710091008,1972
0.23414306872502674,1972
0.233430939696483,1067
0.23407972516043032,2816
0.23325965048667965,1067
0.22965756822477154,1067
0.23717534147582653,1067
0.23031423934840936,1067
0.2333834477729809,1067
0.2325400781796345,1067
0.23058386643953563,2816
0.23109666702738585,2816
0.2311706235067368,2816
0.23123428186768127,2816
0.22977746032837498,2816
0.23534707940302352,2816
0.2293376133053393,3317
0.23577690964143752,566
0.231443868162989,3317
0.233195296135851,3317
0.22910242253174837,3317
0.23385503437272903,3317
0.2305432017131432,3317
0.23197449266361897,3317
0.23739073248582868,566
0.23354856459499354,566
0.23373790894707264,566
0.23202750585399387,566
0.23705788443750075,566
0.22743303792544176,566
0.23286400918215674,4442
0.23228734337725288,3941
0.22997873251026738,4442
0.23386725319326349,4442
0.23385280359622773,4442
0.23364254982449847,4442
0.2333098950101211,4442
0.2298842208904058,4442
0.23260281520816206,3941
0.2294513161937952,3941
0.23066308842650393,3941
0.23173453792495785,3941
0.23252722411587484,3941
0.22923502438970642,3941
0.23192134384072738,2192
0.23193857893728284,1691
0.23104314002970858,2192
0.23079425751811472,2192
0.22911461254483464,2192
0.23295965751355185,2192
0.229765536123769,2192
0.22973831400726327,2192
0.22883003545909328,1691
0.22829184774760636,1691
0.23058211017991612,1691
0.23023964866037128,1691
0.23493100950980994,1691
0.23177877055745744,1691
0.23482037049573215,1629
0.23700873463407135,4503
0.23279136948389115,1629
0.2363389143945702,1629
0.24023754771238198,1629
0.23374340774145705,1629
0.23286692518333557,1629
0.22953195494465414,1629
0.236695821784224,4503
0.23017700222813725,4503
0.2313922454822703,4503
0.2319732836150818,4503
0.22946599537610216,4503
0.2305111868547074,4503
0.23173578731839756,3879
0.23203658624429577,2253
0.23224424025637058,3879
0.23195420751386697,3879
0.23086390792511505,3879
0.23171654923983173,3879
0.2315567027474726,3879
0.23081808530828016,3879
0.2332464224832491,2253
0.23411787214228005,2253
0.23263043522547247,2253
0.22862934315170405,2253
0.23244492439844192,2253
0.2313604720418901,2253
0.232304283671315,2754
0.2328118810947985,3378
0.2338588567530967,2754
0.2304555470602612,2754
0.2341086117643691,2754
0.23342976526678955,2754
0.2318829981392365,2754
0.2327970754440519,2754
0.23453096209761165,3378
0.23501762975707866,3378
0.2362055489648712,3378
0.23306677156575434,3378
0.23220191040649868,3378
0.23113303476914224,3378
0.22929933062854121,504
0.2310608470985519,1128
0.23786758524118834,504
0.23286143875895252,504
0.2367031053365986,504
0.23587950418996065,504
0.22601794176245496,504
0.23710873333926102,504
0.22983501392438957,1128
0.23163566183745316,1128
0.23277455733616145,1128
0.23066448768113135,1128
0.22880676802697944,1128
0.23137450832947382,1128
0.2249898757750855,507
0.23104133592777296,1588
0.2371526014373636,507
0.2328449395129251,507
0.23846514236462818,507
0.23141644553516796,507
0.22890827559357546,507
0.22744083577978247,507
0.23291997713623291,1588
0.2337586156477105,1588
0.22817700400801566,1588
0.22970578896798094,1588
0.233083031652088,1588
0.2304682518143609,1588
0.22934701357269155,2757
0.2315597916330483,3838
0.23362336220451332,2757
0.23088123149493214,2757
0.23305562749890424,2757
0.22825179131643447,2757
0.23017412249477684,2757
0.23324643188114547,2757
0.231799896309859,3838
0.23176965439022498,3838
0.23103555741041576,3838
0.23230949620692137,3838
0.2328312684396824,3838
0.23345329280266522,3838
0.23054366070858462,3882
0.23444720990340798,2713
0.2322729460572571,3882
0.2318758570824735,3882
0.2327752792581794,3882
0.23347061625407273,3882
0.23269688597477006,3882
0.22973270390308456,3882
0.23324589612046137,2713
0.2346792905095473,2713
0.23397290456619327,2713
0.23189226313756556,2713
0.23218048581863437,2713
0.2331416528638065,2713
0.23024279913494447,1632
0.2314283136961632,4963
0.23095020440577957,1632
0.22959628572269988,1632
0.22644977316040407,1632
0.2276098111473322,1632
0.23175825984953088,1632
0.2330645624058163,1632
0.23128699945017211,4963
0.23034613768135165,4963
0.23226132082645035,4963
0.23112896326694424,4963
0.231990713006223,4963
0.23023093497818647,4963
0.23585374882054558,2194
0.23462067090045563,2150
0.23241142830297243,2194
0.23682910254692774,2194
0.23604892298601596,2194
0.23781168895897156,2194
0.2392528471795274,2194
0.23532304706153745,2194
0.236671890418946,2150
0.23134227881879424,2150
0.23503848233395183,2150
0.23529263717080284,2150
0.23151197165590406,2150
0.2308558880929898,2150
0.23508504318951204,4444
0.22853844956509814,4400
0.2316592482765649,4444
0.23028089865512308,4444
0.23315055744394078,4444
0.23127004004182233,4444
0.22845738237328572,4444
0.23542196680754074,4444
0.23436935537438605,4400
0.23006354096989426,4400
0.23026871257779966,4400
0.23188587015205736,4400
0.22674284553438687,4400
0.2300331118248813,4400
0.22918598837214693,3319
0.22871887913973404,1025
0.232542107163133,3319
0.23276570895241272,3319
0.23158985941709312,3319
0.23006824061609382,3319
0.23229737393771743,3319
0.22984512734570622,3319
0.23022091487177962,1025
0.23272404463230204,1025
0.23026490407543618,1025
0.23683626047029568,1025
0.23071793277991376,1025
0.23082541267909065,1025
0.23237785285371948,1069
0.23264157943437988,3275
0.2341038437734792,1069
0.2286449607109894,1069
0.23154793155451223,1069
0.22906192525058097,1069
0.23078130678270536,1069
0.2369744708401468,1069
0.2335573594175672,3275
0.2305971642614714,3275
0.23213099333735132,3275
0.23153232393299722,3275
0.23205454315061289,3275
0.23515579733566402,3275
0.23153497815293506,1350
0.2313768959390948,1869
0.23351230557630667,1350
0.23380799295968696,1350
0.23187561812954696,1350
0.23032280818004558,1350
0.22915332713530714,1350
0.22862182295257727,1350
0.2294460303761439,1869
0.2327252166445156,1869
0.2321344016524142,1869
0.23112391862317253,1869
0.23256684779368259,1869
0.23308510344786748,1869
0.23205700736679138,3600
0.23012280368827767,4119
0.22999589670416057,3600
0.23156589891219992,3600
0.23140133043932032,3600
0.22855807371734144,3600
0.22927527763817646,3600
0.22916096495719346,3600
0.23130706107612145,4119
0.22991383464435683,4119
0.2311062094975124,4119
0.23075037262511314,4119
0.2281971802495787,4119
0.23218758850445373,4119
0.22989777362719824,4725
0.22978205641692265,744
0.23255904053254936,4725
0.2325439509980664,4725
0.23087255700708648,4725
0.23370294588177318,4725
0.2305563080797303,4725
0.23046388485769778,4725
0.22767916912201658,744
0.2289978079566356,744
0.23800719442873763,744
0.2313384770141739,744
0.23142322255318543,744
0.23463686486993102,744
0.22888109146467994,2475
0.22832920032424409,2994
0.23348865952351078,2475
0.22935750425603652,2475
0.2284390327801899,2475
0.23301870183301832,2475
0.22921212244917027,2475
0.23034320618931767,2475
0.232745557839498,2994
0.23235950783650167,2994
0.2332663031346627,2994
0.23272760898263964,2994
0.23097984905982727,2994
0.23105662966157048,2994
0.2332968041587008,1913
0.22814083731093204,1306
0.2337092507579232,1913
0.22961943188796818,1913
0.23329901376786732,1913
0.23174031781854076,1913
0.2300247630489903,1913
0.23310511922611046,1913
0.231998746201601,1306
0.22564814365005986,1306
0.22820742175691325,1306
0.23732524692675888,1306
0.23241566404761138,1306
0.23281447996082366,1306
0.23217228905009313,4163
0.23160948427035982,3556
0.2340608365847511,4163
0.23212535794399386,4163
0.22957650907678676,4163
0.23193215012442472,4163
0.22872795615959696,4163
0.23569259131425335,4163
0.228304710676015,3556
0.23668904989140713,3556
0.23629759010625573,3556
0.23697975678078678,3556
0.23689823749365735,3556
0.235103056467957,3556
0.2338749761701258,3038
0.23352556677393596,2431
0.23090142634474384,3038
0.23184190315783434,3038
0.22947841824385573,3038
0.23268746034782212,3038
0.2320396872056585,3038
0.23332109065073003,3038
0.23256865524017756,2431
0.23363601835166276,2431
0.2295594152764255,2431
0.23050073873057916,2431
0.23292177292551075,2431
0.23285596565837663,2431
0.23715932183079438,788
0.22854884436316733,4681
0.22898795109877407,788
0.23453629897734532,788
0.22620522706748608,788
0.23517338917081312,788
0.22857554722383147,788
0.23113809441126076,788
0.22996112111928643,4681
0.23196008043407468,4681
0.22813275718917786,4681
0.23099644678682543,4681
0.2320263618515129,4681
0.2302997200629376,4681
0.23544221173609348,928
0.2312307687034078,3697
0.23185000320932575,928
0.23116963690784068,928
0.23486042198030185,928
0.22702178958214558,928
0.23060515436585322,928
0.22783498535141725,928
0.23662546474637694,3697
0.23023968158789282,3697
0.23107062588709423,3697
0.23136592774719386,3697
0.23113695392650055,3697
0.23372621148579276,3697
0.23189260713279955,3178
0.23257372266276577,1447
0.23330691595793077,3178
0.2291730225245467,3178
0.23450177927382118,3178
0.22954812215540854,3178
0.23061544057931627,3178
0.22998305106404768,3178
0.231107693835726,1447
0.22526089118665804,1447
0.23270213098800072,1447
0.2306093236185736,1447
0.2293590321042007,1447
0.23115702769035984,1447
0.23395965794168302,4303
0.23131225365499894,4822
0.23093333967788393,4303
0.23195428713600028,4303
0.2332843413678714,4303
0.23154980567258981,4303
0.2324893759951633,4303
0.22916924871183855,4303
0.23013535021140968,4822
0.2300135461205214,4822
0.23177451169434007,4822
0.23001461710803883,4822
0.2339798752058129,4822
0.2330486029938695,4822
0.23004191258095055,2053
0.23225756166259895,2572
0.23238897106550882,2053
0.22980564400956843,2053
0.23035285195582272,2053
0.2320825484606395,2053
0.23271670264173241,2053
0.23417417766434118,2053
0.2334379605229733,2572
0.23376163819103563,2572
0.2331636830105106,2572
0.2322328866993251,2572
0.23344586998135494,2572
0.2306814374643591,2572
0.22886675024760325,2616
0.23522454659631792,4260
0.23015281246775288,2616
0.23226779410146445,2616
0.23397891857981032,2616
0.23036813754036722,2616
0.2339687493120658,2616
0.2319975470176124,2616
0.23202823755087804,4260
0.23246149282576653,4260
0.23287167413158788,4260
0.23254899564022286,4260
0.23097606424604075,4260
0.22913813377897096,4260
0.23053892849729485,4866
0.23097784205522104,2010
0.23185312910321773,4866
0.2288180076691209,4866
0.2306643044443521,4866
0.2303366529052602,4866
0.23191340407038286,4866
0.2314081798236222,4866
0.23392017331166018,2010
0.23174312104432915,2010
0.23261775826126338,2010
0.2330043595909211,2010
0.23096817690211177,2010
0.23489171978130022,2010
0.2312995610824581,3741
0.23436526450507356,3135
0.23340179185660195,3741
0.2295545362289192,3741
0.23004908637415206,3741
0.2339520189666393,3741
0.23040486201423865,3741
0.23192675540970645,3741
0.2310379250100033,3135
0.22535219946894633,3135
0.2329066588886175,3135
0.22950326507838778,3135
0.22894437819362864,3135
0.2338236362727949,3135
0.23186912168435006,1491
0.22647565441480919,885
0.2370554108323818,1491
0.23280845706798817,1491
0.23518259093688867,1491
0.23085386588666865,1491
0.23212645292646414,1491
0.23113940598125512,1491
0.2348339168644483,885
0.23312565434478832,885
0.22988229143144312,885
0.23745998287769327,885
0.22942675324133868,885
0.23502636975380448,885
0.23318809734152957,1210
0.231056289002322,3978
0.23311305874681928,1210
0.22967160805701503,1210
0.2311160525970691,1210
0.23239800008052935,1210
0.23447072045249218,1210
0.22775888465264035,1210
0.23105824795409713,3978
0.2315616049738435,3978
0.2294019562069278,3978
0.23181776442522484,3978
0.2294336043947409,3978
0.23440953828918706,3978
0.2325654131479436,3460
0.23060348485300625,1728
0.23206167120116075,3460
0.23230273502496954,3460
0.23067915671569575,3460
0.22961401371982884,3460
0.23240600830488492,3460
0.23180492425833008,3460
0.23225349827392938,1728
0.2311535983063061,1728
0.2333036969714522,1728
0.23600974845162362,1728
0.23207262219040672,1728
0.23240540316116262,1728
0.23558543599267984,4585
0.23644209938008462,2853
0.23142440474649476,4585
0.23727045910218575,4585
0.23522125994549015,4585
0.2354798818629491,4585
0.23576357839206533,4585
0.22979866947345104,4585
0.2345842688676911,2853
0.23236991677499966,2853
0.23110510076921634,2853
0.23289128499468104,2853
0.2297879891069102,2853
0.23295144740943588,2853
0.23038174674892598,2335
0.23100333554143157,603
0.23017540771932468,2335
0.2281581081679257,2335
0.2290015166262578,2335
0.236238454620564,2335
0.23266669215758132,2335
0.23233392694288435,2335
0.22652293465937193,603
0.2349826324367574,603
0.22511564411067128,603
0.2317388389129054,603
0.22947227481063845,603
0.23654664112417642,603
0.23609589461521932,1772
0.2333040030257178,3416
0.23250664756890152,1772
0.2329906336249639,1772
0.23183335275500733,1772
0.23369236761827025,1772
0.2316836010451169,1772
0.23497353990056094,1772
0.23293109619510874,3416
0.23234111043183753,3416
0.23109234942148868,3416
0.23070656286954455,3416
0.23104653065906677,3416
0.23311744832261322,3416
0.23134121889165343,4022
0.2332094358432019,1166
0.2311397783485477,4022
0.23110055892134387,4022
0.23058516241616475,4022
0.2294982515777332,4022
0.23004640943485902,4022
0.23058366488455675,4022
0.2330041867179904,1166
0.22541142310871706,1166
0.22998675819534625,1166
0.22891494777188193,1166
0.22965990515815143,1166
0.23207527260521987,1166
0.23434948793906532,2897
0.23249439651263967,4541
0.23016687659223156,2897
0.23112626228886823,2897
0.22964705072290129,2897
0.23019701704867293,2897
0.23084336153944005,2897
0.23050664371642302,2897
0.2294807906747086,4541
0.2300641438487648,4541
0.2330706237862844,4541
0.23244382633845737,4541
0.23012505973308844,4541
0.23023727645893352,4541
0.22992464299707283,647
0.2293823315321052,2291
0.2319244965043904,647
0.2234718877701435,647
0.23167394259325197,647
0.2330277318004838,647
0.23134429482134594,647
0.2353451704277771,647
0.23300909566753153,2291
0.23576511230738062,2291
0.22886577452755058,2291
0.2327570945337374,2291
0.2334712378391079,2291
0.23642004238618475,2291
0.23870382994460915,718
0.23169834101935735,4752
0.2349702498373121,718
0.230500094271868,718
0.23930606669302662,718
0.23757583313952915,718
0.2355522256874075,718
0.2246774358412764,718
0.23333304054007387,4752
0.23082321804280487,4752
0.23060636538957116,4752
0.23057805502345322,4752
0.2330242907435344,4752
0.2326180489827754,4752
0.23027099809909582,2968
0.23411509179400322,2502
0.23163417123794305,2968
0.2304457512447555,2968
0.23111718693754937,2968
0.23119277437574418,2968
0.23286697315545882,2968
0.22971600416133373,2968
0.23131339133178241,2502
0.23019329068930225,2502
0.23490177612367935,2502
0.23260568273178142,2502
0.2292086586777534,2502
0.23053971717150784,2502
0.23159580017611828,4093
0.23298404322924635,3627
0.23105109111088298,4093
0.23010345827863316,4093
0.23131624757856292,4093
0.2303726025593098,4093
0.23118408269460572,4093
0.23123710813341983,4093
0.23148808743122043,3627
0.23103679057163312,3627
0.23174080168747765,3627
0.23189115258456913,3627
0.23295779400603767,3627
0.23276252022857766,3627
0.23232156578759847,1843
0.22923386452961295,1377
0.2326142258284043,1843
0.23018048520920445,1843
0.23025631736694172,1843
0.23178408420026167,1843
0.23090576919817335,1843
0.22997776780850837,1843
0.22863563041354001,1377
0.23054717335642558,1377
0.23659160547265096,1377
0.23645010188976245,1377
0.2260067816311725,1377
0.2352370729771749,1377
0.23273997736198354,2405
0.23213222222483998,3064
0.22858899738071564,2405
0.23444925405054623,2405
0.23351007291107326,2405
0.2294883599307956,2405
0.2307485705290367,2405
0.2305035554658138,2405
0.2331649656788307,3064
0.23054458335896394,3064
0.23025252531841392,3064
0.22986310935143725,3064
0.23031213096709188,3064
0.2319767117805047,3064
0.22949749607138384,4655
0.2314726827399021,814
0.23111249070377549,4655
0.2321987724914332,4655
0.23047660556079064,4655
0.23197538280010063,4655
0.22908357282319397,4655
0.23132476020450968,4655
0.22916272071452964,814
0.23453354441618202,814
0.2299980203590688,814
0.23122862185025658,814
0.2322547077062634,814
0.2332116855757244,814
0.2392659565004478,3530
0.2346792801830561,4189
0.23283336705308594,3530
0.2363007624797642,3530
0.23408765210225965,3530
0.23382571948766712,3530
0.23709282769238782,3530
0.23008544334579603,3530
0.23512584761894548,4189
0.2330882065479938,4189
0.23139709125524052,4189
0.23272922096998774,4189
0.2333652954129654,4189
0.23195493037446324,4189
0.23060650447526623,1280
0.2318065259501445,1939
0.22738198072614607,1280
0.2287789965452712,1280
0.23239538428453188,1280
0.22810552864860442,1280
0.22747662558589857,1280
0.23043021713519013,1280
0.23090137654301876,1939
0.23149987791573942,1939
0.22769727363693018,1939
0.2320532101080164,1939
0.2331526897671455,1939
0.23115239392161704,1939
0.22977163494878772,1561
0.2310656540961224,2783
0.22872242861547254,1561
0.2332705125573888,1561
0.23240105443091064,1561
0.23178849798685003,1561
0.23323646230205225,1561
0.2275773597561748,1561
0.23100408255885121,2783
0.2307312876519995,2783
0.2312218535744084,2783
0.23096086024329363,2783
0.23268841330160722,2783
0.2324251724771463,2783
0.23077257529134534,3811
0.228904370466022,533
0.22957065592315587,3811
0.23037333835086776,3811
0.23011138033272752,3811
0.23105482974945707,3811
0.23091607075853374,3811
0.23173373650372642,3811
0.22501956671626883,533
0.23221461715814967,533
0.22715022905328644,533
0.24113710994953302,533
0.22905567853327896,533
0.2363532938629294,533
0.23371613838629499,4936
0.23397355951509347,3908
0.23335694702811988,4936
0.23240009258326466,4936
0.2323111475402892,4936
0.23294260668514555,4936
0.2311328396494722,4936
0.23659370602208724,4936
0.22907021371003908,3908
0.23206503611159937,3908
0.23529176104397131,3908
0.2348051186708439,3908
0.23635995009489902,3908
0.23513259126753386,3908
0.23143471070150326,2686
0.23113337396477354,1658
0.23116553128437686,2686
0.23383400516921257,2686
0.22883739832945268,2686
0.23161102220296806,2686
0.22952146328619583,2686
0.2291642479040928,2686
0.2304181793476244,1658
0.22778093752326567,1658
0.22990464246210104,1658
0.23295803313749464,1658
0.23031018831649056,1658
0.2307362579448632,1658
0.23140626078336293,2124
0.2341038188882902,4470
0.23228077820622364,2124
0.23177862608914743,2124
0.23614011299233637,2124
0.23257073155719307,2124
0.23219694923655396,2124
0.23428050275357826,2124
0.22939013772644132,4470
0.23182446272159096,4470
0.2343700084909436,4470
0.22992930716953533,4470
0.23282938308574058,4470
0.2336204725661255,4470
0.23193162393563485,4374
0.23241140169964586,2220
0.23029067532910125,4374
0.22930894551173034,4374
0.2303437412506815,4374
0.23225259037203222,4374
0.23186154445982096,4374
0.2329826597179868,4374
0.230111488082824,2220
0.22755964449571306,2220
0.23197477315079956,2220
0.23107754772461025,2220
0.23090212031249244,2220
0.2337547512181299,2220
0.23140109081427718,3249
0.23318729034719668,3345
0.2327899278754684,3249
0.2310386174049325,3249
0.22887843512914913,3249
0.232876033655597,3249
0.2328770001111418,3249
0.22984122642016055,3249
0.23131682819121321,3345
0.22903999543379944,3345
0.232709368096033,3345
0.23055729803636527,3345
0.22993119026853084,3345
0.2306039729701548,3345
0.2261191995875921,999
0.2348195166075021,1095
0.23322806816903993,999
0.2295014136035513,999
0.23019464092849176,999
0.22928464445381358,999
0.2324759316787831,999
0.22723292100288975,999
0.23079663923255572,1095
0.2327759432138318,1095
0.2317456447529244,1095
0.23660715268958807,1095
0.2301720731635355,1095
0.23186915483769838,1095
0.23311483530314484,858
0.23343256644409618,2642
0.23211244716952062,858
0.23466241328937854,858
0.23287757355006244,858
0.23640138276350875,858
0.2317915468181053,858
0.23414589666921215,858
0.22919542195906023,2642
0.23304733180093123,2642
0.22931595272506936,2642
0.23150429753347074,2642
0.23471911646526958,2642
0.22970216478453295,2642
0.22960246478785393,3108
0.23093730247693717,4892
0.23300285984408228,3108
0.23026238103490954,3108
0.22927155529289958,3108
0.23118687475380148,3108
0.2317214856403062,3108
0.23144716377468574,3108
0.22986842425497347,4892
0.2340083893636866,4892
0.234378277407666,4892
0.23368227074541112,4892
0.23150195567468254,4892
0.23132547256184327,4892
0.23371911728590022,4233
0.23270688789513647,1517
0.23132252922008453,4233
0.2318448479653287,4233
0.23581422399878063,4233
0.23673211052868126,4233
0.23216248195120337,4233
0.23419437260683357,4233
0.2304865384149546,1517
0.23742689358713587,1517
0.23135595247446186,1517
0.23655711321204329,1517
0.23420181638804932,1517
0.2282044023924793,1517
0.23511167198924218,1983
0.23368450292541657,3767
0.233885537741773,1983
0.2320824688707408,1983
0.2303742904989095,1983
0.2288092302187755,1983
0.23262426517312773,1983
0.2311779692411843,1983
0.23148402731516307,3767
0.2319249354770326,3767
0.22685080557153497,3767
0.23077737052148856,3767
0.23247134596138017,3767
0.23011402134203937,3767
0.22941857576268437,2546
0.23246670024084629,955
0.23254182257713013,2546
0.23238492372053973,2546
0.23249567941487234,2546
0.23251435065758044,2546
0.23664179267885785,2546
0.23584419844604526,2546
0.2363286992667926,955
0.23741111766563439,955
0.22941725310178715,955
0.24156211185343104,955
0.23443748364234762,955
0.23555711425118053,955
0.2323299029985324,4796
0.23165760503597813,3205
0.23220608299068396,4796
0.2328841170032055,4796
0.23189359466211412,4796
0.23078409059201244,4796
0.2329158609357914,4796
0.2305199532620422,4796
0.23363624520795534,3205
0.23009518646257032,3205
0.23306205370302038,3205
0.2312722890485069,3205
0.2312701202722105,3205
0.23253608025502312,3205
0.2317745843721678,3671
0.22835475918831347,2080
0.23145384916491488,3671
0.23176271309954408,3671
0.22902706119529093,3671
0.2335567819177547,3671
0.23370341161316682,3671
0.22844638026752326,3671
0.23233707331122408,2080
0.22951664143010425,2080
0.2336971352504967,2080
0.23193521423334018,2080
0.2311261000029431,2080
0.23044749215193666,2080
0.2304595343376741,1421
0.2296012017912925,4330
0.2305459143119617,1421
0.23227674213084834,1421
0.22496188562541378,1421
0.23235239853952327,1421
0.2307093478261179,1421
0.23183942721189343,1421
0.2299160658035922,4330
0.2323407253854012,4330
0.23077467884188702,4330
0.23380894242016517,4330
0.23144439085433113,4330
0.23163309464430568,4330
0.23407948659289396,1139
0.23910239768907138,674
0.234706980591549,1139
0.23743814628375004,1139
0.23337066276576587,1139
0.23374100047570187,1139
0.24124645443133017,1139
0.23455460514383625,1139
0.23296498169050614,674
0.23419013647407458,674
0.23422944453304664,674
0.2319846949338641,674
0.23666550801128625,674
0.22968708815475705,674
0.23097788517087836,3389
0.23255405577760838,2924
0.23182797628172772,3389
0.23114326306997035,3389
0.23480004405338833,3389
0.233050430588353,3389
0.2307707447758902,3389
0.2305845175626487,3389
0.23292445239890153,2924
0.23133234316668663,2924
0.23045034767317568,2924
0.2316322780269474,2924
0.2304305333569737,2924
0.2282010876171244,2924
0.2324433106519773,4514
0.2349930566628606,1799
0.22880571090994692,4514
0.2333337982500997,4514
0.2314065432975458,4514
0.231601225874525,4514
0.23155611432293988,4514
0.23228616435160476,4514
0.23134098323388042,1799
0.22934928110384442,1799
0.23465866543427788,1799
0.2316434778418139,1799
0.23007087829996647,1799
0.2330795937757417,1799
0.22893520138330425,2264
0.23167950754871264,4049
0.23376192540032392,2264
0.22557518773387267,2264
0.22818631862360853,2264
0.2311818063973218,2264
0.22972066830259993,2264
0.232080418804847,2264
0.23311576514354218,4049
0.23151700051544305,4049
0.23352060257980645,4049
0.23116628721995594,4049
0.23130144598375704,4049
0.23211607419451297,4049
0.23325457283331696,1702
0.23137933093941532,2361
0.22579547546380885,1702
0.23008167869753782,1702
